ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000168653	4725	NDUFS5	1	NADH:ubiquinone oxidoreductase subunit S5	protein_coding
ENSG00000127603	23499	MACF1	1	microtubule actin crosslinking factor 1	protein_coding
ENSG00000090621	8761	PABPC4	1	poly(A) binding protein cytoplasmic 4	protein_coding
ENSG00000084072	10450	PPIE	1	peptidylprolyl isomerase E	protein_coding
ENSG00000198754	64064	OXCT2	1	3-oxoacid CoA-transferase 2	protein_coding
ENSG00000043514	54802	TRIT1	1	tRNA isopentenyltransferase 1	protein_coding
ENSG00000168389	84879	MFSD2A	1	major facilitator superfamily domain containing 2A	protein_coding
ENSG00000131236	10487	CAP1	1	cyclase associated actin cytoskeleton regulatory protein 1	protein_coding
ENSG00000131238	5538	PPT1	1	palmitoyl-protein thioesterase 1	protein_coding
ENSG00000117000	6018	RLF	1	rearranged L-myc fusion	protein_coding
ENSG00000084073	10269	ZMPSTE24	1	zinc metallopeptidase STE24	protein_coding
ENSG00000084070	64744	SMAP2	1	small ArfGAP2	protein_coding
ENSG00000187801	65243	ZFP69B	1	ZFP69 zinc finger protein B	protein_coding
ENSG00000187815	339559	ZFP69	1	ZFP69 zinc finger protein	protein_coding
ENSG00000164002	64789	EXO5	1	exonuclease 5	protein_coding
ENSG00000117010	127396	ZNF684	1	zinc finger protein 684	protein_coding
ENSG00000117016	9783	RIMS3	1	regulating synaptic membrane exocytosis 3	protein_coding
ENSG00000066136	4802	NFYC	1	nuclear transcription factor Y subunit gamma	protein_coding
ENSG00000179862	163732	CITED4	1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	protein_coding
ENSG00000171793	1503	CTPS1	1	CTP synthase 1	protein_coding
ENSG00000010803	22955	SCMH1	1	Scm polycomb group protein homolog 1	protein_coding
ENSG00000204060	100132074	FOXO6	1	forkhead box O6	protein_coding
ENSG00000127124	59269	HIVEP3	1	human immunodeficiency virus type I enhancer binding protein 3	protein_coding
ENSG00000198815	22887	FOXJ3	1	forkhead box J3	protein_coding
ENSG00000127125	79717	PPCS	1	phosphopantothenoylcysteine synthetase	protein_coding
ENSG00000186409	728621	CCDC30	1	coiled-coil domain containing 30	protein_coding
ENSG00000171960	10465	PPIH	1	peptidylprolyl isomerase H	protein_coding
ENSG00000065978	4904	YBX1	1	Y-box binding protein 1	protein_coding
ENSG00000117385	64175	P3H1	1	prolyl 3-hydroxylase 1	protein_coding
ENSG00000177868	374969	SVBP	1	small vasohibin binding protein	protein_coding
ENSG00000164010	114625	ERMAP	1	erythroblast membrane associated protein (Scianna blood group)	protein_coding
ENSG00000164011	51058	ZNF691	1	zinc finger protein 691	protein_coding
ENSG00000117394	6513	SLC2A1	1	solute carrier family 2 member 1	protein_coding
ENSG00000186973	440585	FAM183A	1	family with sequence similarity 183 member A	protein_coding
ENSG00000117395	10969	EBNA1BP2	1	EBNA1 binding protein 2	protein_coding
ENSG00000243710	149465	CFAP57	1	cilia and flagella associated protein 57	protein_coding
ENSG00000066056	7075	TIE1	1	tyrosine kinase with immunoglobulin like and EGF like domains 1	protein_coding
ENSG00000117399	991	CDC20	1	cell division cycle 20	protein_coding
ENSG00000066322	64834	ELOVL1	1	ELOVL fatty acid elongase 1	protein_coding
ENSG00000159479	112950	MED8	1	mediator complex subunit 8	protein_coding
ENSG00000198198	23334	SZT2	1	SZT2 subunit of KICSTOR complex	protein_coding
ENSG00000178922	81888	HYI	1	hydroxypyruvate isomerase (putative)	protein_coding
ENSG00000142949	5792	PTPRF	1	protein tyrosine phosphatase receptor type F	protein_coding
ENSG00000066135	9682	KDM4A	1	lysine demethylase 4A	protein_coding
ENSG00000236200	NA	KDM4A-AS1	1	KDM4A antisense RNA 1	lncRNA
ENSG00000126091	6487	ST3GAL3	1	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	protein_coding
ENSG00000117408	9670	IPO13	1	importin 13	protein_coding
ENSG00000132768	1802	DPH2	1	diphthamide biosynthesis 2	protein_coding
ENSG00000117410	533	ATP6V0B	1	ATPase H+ transporting V0 subunit b	protein_coding
ENSG00000117411	8704	B4GALT2	1	beta-1,4-galactosyltransferase 2	protein_coding
ENSG00000159214	149473	CCDC24	1	coiled-coil domain containing 24	protein_coding
ENSG00000178028	55929	DMAP1	1	DNA methyltransferase 1 associated protein 1	protein_coding
ENSG00000117419	79033	ERI3	1	ERI1 exoribonuclease family member 3	protein_coding
ENSG00000187147	55182	RNF220	1	ring finger protein 220	protein_coding
ENSG00000126106	79639	TMEM53	1	transmembrane protein 53	protein_coding
ENSG00000142945	11004	KIF2C	1	kinesin family member 2C	protein_coding
ENSG00000142937	6202	RPS8	1	ribosomal protein S8	protein_coding
ENSG00000173846	1263	PLK3	1	polo like kinase 3	protein_coding
ENSG00000222009	149478	BTBD19	1	BTB domain containing 19	protein_coding
ENSG00000070785	8891	EIF2B3	1	eukaryotic translation initiation factor 2B subunit gamma	protein_coding
ENSG00000126107	79654	HECTD3	1	HECT domain E3 ubiquitin protein ligase 3	protein_coding
ENSG00000126088	7389	UROD	1	uroporphyrinogen decarboxylase	protein_coding
ENSG00000186603	84842	HPDL	1	4-hydroxyphenylpyruvate dioxygenase like	protein_coding
ENSG00000132781	4595	MUTYH	1	mutY DNA glycosylase	protein_coding
ENSG00000132773	114034	TOE1	1	target of EGR1, exonuclease	protein_coding
ENSG00000280670	126661	CCDC163	1	coiled-coil domain containing 163	protein_coding
ENSG00000132763	25974	MMACHC	1	metabolism of cobalamin associated C	protein_coding
ENSG00000117450	5052	PRDX1	1	peroxiredoxin 1	protein_coding
ENSG00000117448	10327	AKR1A1	1	aldo-keto reductase family 1 member A1	protein_coding
ENSG00000132780	4678	NASP	1	nuclear autoantigenic sperm protein	protein_coding
ENSG00000159592	60313	GPBP1L1	1	GC-rich promoter binding protein 1 like 1	protein_coding
ENSG00000159596	51249	TMEM69	1	transmembrane protein 69	protein_coding
ENSG00000197429	3652	IPP	1	intracisternal A particle-promoted polypeptide	protein_coding
ENSG00000086015	23139	MAST2	1	microtubule associated serine/threonine kinase 2	protein_coding
ENSG00000117461	8503	PIK3R3	1	phosphoinositide-3-kinase regulatory subunit 3	protein_coding
ENSG00000117472	10103	TSPAN1	1	tetraspanin 1	protein_coding
ENSG00000085998	55624	POMGNT1	1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	protein_coding
ENSG00000171357	541468	LURAP1	1	leucine rich adaptor protein 1	protein_coding
ENSG00000085999	8438	RAD54L	1	RAD54 like	protein_coding
ENSG00000132128	10489	LRRC41	1	leucine rich repeat containing 41	protein_coding
ENSG00000173660	7388	UQCRH	1	ubiquinol-cytochrome c reductase hinge protein	protein_coding
ENSG00000117481	387338	NSUN4	1	NOP2/Sun RNA methyltransferase 4	protein_coding
ENSG00000079277	8569	MKNK1	1	MAPK interacting serine/threonine kinase 1	protein_coding
ENSG00000142961	148932	MOB3C	1	MOB kinase activator 3C	protein_coding
ENSG00000123472	64756	ATPAF1	1	ATP synthase mitochondrial F1 complex assembly factor 1	protein_coding
ENSG00000159658	9813	EFCAB14	1	EF-hand calcium binding domain 14	protein_coding
ENSG00000162367	6886	TAL1	1	TAL bHLH transcription factor 1, erythroid differentiation factor	protein_coding
ENSG00000123473	6491	STIL	1	STIL centriolar assembly protein	protein_coding
ENSG00000162368	51727	CMPK1	1	cytidine/uridine monophosphate kinase 1	protein_coding
ENSG00000185104	11124	FAF1	1	Fas associated factor 1	protein_coding
ENSG00000123080	1031	CDKN2C	1	cyclin dependent kinase inhibitor 2C	protein_coding
ENSG00000123091	26994	RNF11	1	ring finger protein 11	protein_coding
ENSG00000085832	2060	EPS15	1	epidermal growth factor receptor pathway substrate 15	protein_coding
ENSG00000117859	114883	OSBPL9	1	oxysterol binding protein like 9	protein_coding
ENSG00000078618	4898	NRDC	1	nardilysin convertase	protein_coding
ENSG00000169213	5865	RAB3B	1	RAB3B, member RAS oncogene family	protein_coding
ENSG00000117862	51060	TXNDC12	1	thioredoxin domain containing 12	protein_coding
ENSG00000198841	112970	KTI12	1	KTI12 chromatin associated homolog	protein_coding
ENSG00000134717	91408	BTF3L4	1	basic transcription factor 3 like 4	protein_coding
ENSG00000157077	9372	ZFYVE9	1	zinc finger FYVE-type containing 9	protein_coding
ENSG00000154222	200014	CC2D1B	1	coiled-coil and C2 domain containing 1B	protein_coding
ENSG00000085840	4998	ORC1	1	origin recognition complex subunit 1	protein_coding
ENSG00000134748	84950	PRPF38A	1	pre-mRNA processing factor 38A	protein_coding
ENSG00000134744	23318	TUT4	1	terminal uridylyl transferase 4	protein_coding
ENSG00000116157	2882	GPX7	1	glutathione peroxidase 7	protein_coding
ENSG00000162377	65260	COA7	1	cytochrome c oxidase assembly factor 7 (putative)	protein_coding
ENSG00000162378	79699	ZYG11B	1	zyg-11 family member B, cell cycle regulator	protein_coding
ENSG00000203995	440590	ZYG11A	1	zyg-11 family member A, cell cycle regulator	protein_coding
ENSG00000121310	55268	ECHDC2	1	enoyl-CoA hydratase domain containing 2	protein_coding
ENSG00000116171	6342	SCP2	1	sterol carrier protein 2	protein_coding
ENSG00000157184	1376	CPT2	1	carnitine palmitoyltransferase 2	protein_coding
ENSG00000162384	54987	CZIB	1	CXXC motif containing zinc binding protein	protein_coding
ENSG00000162385	4116	MAGOH	1	mago homolog, exon junction complex subunit	protein_coding
ENSG00000157193	7804	LRP8	1	LDL receptor related protein 8	protein_coding
ENSG00000058804	55706	NDC1	1	NDC1 transmembrane nucleoporin	protein_coding
ENSG00000058799	54432	YIPF1	1	Yip1 domain family member 1	protein_coding
ENSG00000081870	51668	HSPB11	1	heat shock protein family B (small) member 11	protein_coding
ENSG00000116212	115353	LRRC42	1	leucine rich repeat containing 42	protein_coding
ENSG00000116209	9528	TMEM59	1	transmembrane protein 59	protein_coding
ENSG00000116205	127428	TCEANC2	1	transcription elongation factor A N-terminal and central domain containing 2	protein_coding
ENSG00000215883	606495	CYB5RL	1	cytochrome b5 reductase like	protein_coding
ENSG00000116221	51253	MRPL37	1	mitochondrial ribosomal protein L37	protein_coding
ENSG00000157216	23648	SSBP3	1	single stranded DNA binding protein 3	protein_coding
ENSG00000243725	7268	TTC4	1	tetratricopeptide repeat domain 4	protein_coding
ENSG00000162396	25973	PARS2	1	prolyl-tRNA synthetase 2, mitochondrial	protein_coding
ENSG00000116133	1718	DHCR24	1	24-dehydrocholesterol reductase	protein_coding
ENSG00000169174	255738	PCSK9	1	proprotein convertase subtilisin/kexin type 9	protein_coding
ENSG00000162402	23358	USP24	1	ubiquitin specific peptidase 24	protein_coding
ENSG00000162407	8613	PLPP3	1	phospholipid phosphatase 3	protein_coding
ENSG00000162409	5563	PRKAA2	1	protein kinase AMP-activated catalytic subunit alpha 2	protein_coding
ENSG00000162600	115209	OMA1	1	OMA1 zinc metallopeptidase	protein_coding
ENSG00000184292	4070	TACSTD2	1	tumor associated calcium signal transducer 2	protein_coding
ENSG00000162601	114803	MYSM1	1	Myb like, SWIRM and MPN domains 1	protein_coding
ENSG00000177606	3725	JUN	1	Jun proto-oncogene, AP-1 transcription factor subunit	protein_coding
ENSG00000232453	NA	LINC02777	1	long intergenic non-protein coding RNA 2777	lncRNA
ENSG00000237352	NA	LINC01358	1	long intergenic non-protein coding RNA 1358	lncRNA
ENSG00000172456	55277	FGGY	1	FGGY carbohydrate kinase domain containing	protein_coding
ENSG00000162599	4774	NFIA	1	nuclear factor I A	protein_coding
ENSG00000162604	83941	TM2D1	1	TM2 domain containing 1	protein_coding
ENSG00000132849	10207	PATJ	1	PATJ crumbs cell polarity complex component	protein_coding
ENSG00000162607	7398	USP1	1	ubiquitin specific peptidase 1	protein_coding
ENSG00000116641	85440	DOCK7	1	dedicator of cytokinesis 7	protein_coding
ENSG00000125703	84938	ATG4C	1	autophagy related 4C cysteine peptidase	protein_coding
ENSG00000088035	29929	ALG6	1	ALG6 alpha-1,3-glucosyltransferase	protein_coding
ENSG00000142856	23421	ITGB3BP	1	integrin subunit beta 3 binding protein	protein_coding
ENSG00000203965	84455	EFCAB7	1	EF-hand calcium binding domain 7	protein_coding
ENSG00000079739	5236	PGM1	1	phosphoglucomutase 1	protein_coding
ENSG00000185483	4919	ROR1	1	receptor tyrosine kinase like orphan receptor 1	protein_coding
ENSG00000158966	57685	CACHD1	1	cache domain containing 1	protein_coding
ENSG00000162434	3716	JAK1	1	Janus kinase 1	protein_coding
ENSG00000162433	205	AK4	1	adenylate kinase 4	protein_coding
ENSG00000116675	9829	DNAJC6	1	DnaJ heat shock protein family (Hsp40) member C6	protein_coding
ENSG00000213625	54741	LEPROT	1	leptin receptor overlapping transcript	protein_coding
ENSG00000116678	3953	LEPR	1	leptin receptor	protein_coding
ENSG00000184588	5142	PDE4B	1	phosphodiesterase 4B	protein_coding
ENSG00000118473	84251	SGIP1	1	SH3 domain GRB2 like endophilin interacting protein 1	protein_coding
ENSG00000152760	200132	TCTEX1D1	1	Tctex1 domain containing 1	protein_coding
ENSG00000198160	57708	MIER1	1	MIER1 transcriptional regulator	protein_coding
ENSG00000116704	23169	SLC35D1	1	solute carrier family 35 member D1	protein_coding
ENSG00000142864	26135	SERBP1	1	SERPINE1 mRNA binding protein 1	protein_coding
ENSG00000116717	1647	GADD45A	1	growth arrest and DNA damage inducible alpha	protein_coding
ENSG00000172380	55970	GNG12	1	G protein subunit gamma 12	protein_coding
ENSG00000162595	9077	DIRAS3	1	DIRAS family GTPase 3	protein_coding
ENSG00000116729	79971	WLS	1	Wnt ligand secretion mediator	protein_coding
ENSG00000024526	55635	DEPDC1	1	DEP domain containing 1	protein_coding
ENSG00000234264	NA	DEPDC1-AS1	1	DEPDC1 antisense RNA 1	lncRNA
ENSG00000066557	55631	LRRC40	1	leucine rich repeat containing 40	protein_coding
ENSG00000116754	9295	SRSF11	1	serine and arginine rich splicing factor 11	protein_coding
ENSG00000118454	81573	ANKRD13C	1	ankyrin repeat domain 13C	protein_coding
ENSG00000197568	11147	HHLA3	1	HERV-H LTR-associating 3	protein_coding
ENSG00000116761	1491	CTH	1	cystathionine gamma-lyase	protein_coding
ENSG00000132485	9406	ZRANB2	1	zinc finger RANBP2-type containing 2	protein_coding
ENSG00000172260	257194	NEGR1	1	neuronal growth regulator 1	protein_coding
ENSG00000254685	8790	FPGT	1	fucose-1-phosphate guanylyltransferase	protein_coding
ENSG00000116791	1429	CRYZ	1	crystallin zeta	protein_coding
ENSG00000162623	127253	TYW3	1	tRNA-yW synthesizing protein 3 homolog	protein_coding
ENSG00000117054	34	ACADM	1	acyl-CoA dehydrogenase medium chain	protein_coding
ENSG00000137955	5876	RABGGTB	1	Rab geranylgeranyltransferase subunit beta	protein_coding
ENSG00000184005	256435	ST6GALNAC3	1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein_coding
ENSG00000142892	10026	PIGK	1	phosphatidylinositol glycan anchor biosynthesis class K	protein_coding
ENSG00000154027	26289	AK5	1	adenylate kinase 5	protein_coding
ENSG00000077254	23032	USP33	1	ubiquitin specific peptidase 33	protein_coding
ENSG00000180488	374986	MIGA1	1	mitoguardin 1	protein_coding
ENSG00000235927	374987	NEXN-AS1	1	NEXN antisense RNA 1	lncRNA
ENSG00000162614	91624	NEXN	1	nexilin F-actin binding protein	protein_coding
ENSG00000162613	8880	FUBP1	1	far upstream element binding protein 1	protein_coding
ENSG00000162616	11080	DNAJB4	1	DnaJ heat shock protein family (Hsp40) member B4	protein_coding
ENSG00000137960	54810	GIPC2	1	GIPC PDZ domain containing family member 2	protein_coding
ENSG00000137959	10964	IFI44L	1	interferon induced protein 44 like	protein_coding
ENSG00000137965	10561	IFI44	1	interferon induced protein 44	protein_coding
ENSG00000162618	64123	ADGRL4	1	adhesion G protein-coupled receptor L4	protein_coding
ENSG00000117114	23266	ADGRL2	1	adhesion G protein-coupled receptor L2	protein_coding
ENSG00000137941	79739	TTLL7	1	tubulin tyrosine ligase like 7	protein_coding
ENSG00000142875	5567	PRKACB	1	protein kinase cAMP-activated catalytic subunit beta	protein_coding
ENSG00000117133	80135	RPF1	1	ribosome production factor 1 homolog	protein_coding
ENSG00000174021	2787	GNG5	1	G protein subunit gamma 5	protein_coding
ENSG00000117151	1486	CTBS	1	chitobiase	protein_coding
ENSG00000117155	117178	SSX2IP	1	SSX family member 2 interacting protein	protein_coding
ENSG00000097096	84144	SYDE2	1	synapse defective Rho GTPase homolog 2	protein_coding
ENSG00000162642	148423	C1orf52	1	chromosome 1 open reading frame 52	protein_coding
ENSG00000142867	8915	BCL10	1	BCL10 immune signaling adaptor	protein_coding
ENSG00000153904	23576	DDAH1	1	dimethylarginine dimethylaminohydrolase 1	protein_coding
ENSG00000142871	3491	CCN1	1	cellular communication network factor 1	protein_coding
ENSG00000117174	54680	ZNHIT6	1	zinc finger HIT-type containing 6	protein_coding
ENSG00000122417	57489	ODF2L	1	outer dense fiber of sperm tails 2 like	protein_coding
ENSG00000097033	51100	SH3GLB1	1	SH3 domain containing GRB2 like, endophilin B1	protein_coding
ENSG00000183291	9403	SELENOF	1	selenoprotein F	protein_coding
ENSG00000153936	9653	HS2ST1	1	heparan sulfate 2-O-sulfotransferase 1	protein_coding
ENSG00000143013	8543	LMO4	1	LIM domain only 4	protein_coding
ENSG00000065243	5586	PKN2	1	protein kinase N2	protein_coding
ENSG00000137947	2959	GTF2B	1	general transcription factor IIB	protein_coding
ENSG00000137944	56267	KYAT3	1	kynurenine aminotransferase 3	protein_coding
ENSG00000213516	494115	RBMXL1	1	RBMX like 1	protein_coding
ENSG00000117226	2635	GBP3	1	guanylate binding protein 3	protein_coding
ENSG00000117228	2633	GBP1	1	guanylate binding protein 1	protein_coding
ENSG00000162645	2634	GBP2	1	guanylate binding protein 2	protein_coding
ENSG00000197147	23507	LRRC8B	1	leucine rich repeat containing 8 VRAC subunit B	protein_coding
ENSG00000231999	NA	LRRC8C-DT	1	LRRC8C divergent transcript	lncRNA
ENSG00000171488	84230	LRRC8C	1	leucine rich repeat containing 8 VRAC subunit C	protein_coding
ENSG00000171492	55144	LRRC8D	1	leucine rich repeat containing 8 VRAC subunit D	protein_coding
ENSG00000162664	284695	ZNF326	1	zinc finger protein 326	protein_coding
ENSG00000122482	84146	ZNF644	1	zinc finger protein 644	protein_coding
ENSG00000097046	8317	CDC7	1	cell division cycle 7	protein_coding
ENSG00000069702	7049	TGFBR3	1	transforming growth factor beta receptor 3	protein_coding
ENSG00000189195	23285	BTBD8	1	BTB domain containing 8	protein_coding
ENSG00000174842	11146	GLMN	1	glomulin, FKBP associated protein	protein_coding
ENSG00000122484	79871	RPAP2	1	RNA polymerase II associated protein 2	protein_coding
ENSG00000067208	7813	EVI5	1	ecotropic viral integration site 5	protein_coding
